cycle_index,cycle_trend,r_squared,rmse,P_global_center_idx,P_global_le_idx,P_global_ri_idx,P_center_ms,P_le_ms,P_ri_ms,P_center_idx,P_le_idx,P_ri_idx,P_gauss_center,P_gauss_height,P_gauss_stdev_samples,P_gauss_stdev_ms,P_gauss_fwhm_samples,P_gauss_fwhm_ms,P_center_voltage,P_le_voltage,P_ri_voltage,P_duration_ms,P_rise_ms,P_decay_ms,P_rdsm,P_sharpness,P_voltage_integral_uv_ms,Q_global_center_idx,Q_global_le_idx,Q_global_ri_idx,Q_center_ms,Q_le_ms,Q_ri_ms,Q_center_idx,Q_le_idx,Q_ri_idx,Q_gauss_center,Q_gauss_height,Q_gauss_stdev_samples,Q_gauss_stdev_ms,Q_gauss_fwhm_samples,Q_gauss_fwhm_ms,Q_center_voltage,Q_le_voltage,Q_ri_voltage,Q_duration_ms,Q_rise_ms,Q_decay_ms,Q_rdsm,Q_sharpness,Q_voltage_integral_uv_ms,R_global_center_idx,R_global_le_idx,R_global_ri_idx,R_center_ms,R_le_ms,R_ri_ms,R_center_idx,R_le_idx,R_ri_idx,R_gauss_center,R_gauss_height,R_gauss_stdev_samples,R_gauss_stdev_ms,R_gauss_fwhm_samples,R_gauss_fwhm_ms,R_center_voltage,R_le_voltage,R_ri_voltage,R_duration_ms,R_rise_ms,R_decay_ms,R_rdsm,R_sharpness,R_voltage_integral_uv_ms,S_global_center_idx,S_global_le_idx,S_global_ri_idx,S_center_ms,S_le_ms,S_ri_ms,S_center_idx,S_le_idx,S_ri_idx,S_gauss_center,S_gauss_height,S_gauss_stdev_samples,S_gauss_stdev_ms,S_gauss_fwhm_samples,S_gauss_fwhm_ms,S_center_voltage,S_le_voltage,S_ri_voltage,S_duration_ms,S_rise_ms,S_decay_ms,S_rdsm,S_sharpness,S_voltage_integral_uv_ms,T_global_center_idx,T_global_le_idx,T_global_ri_idx,T_center_ms,T_le_ms,T_ri_ms,T_center_idx,T_le_idx,T_ri_idx,T_gauss_center,T_gauss_height,T_gauss_stdev_samples,T_gauss_stdev_ms,T_gauss_fwhm_samples,T_gauss_fwhm_ms,T_center_voltage,T_le_voltage,T_ri_voltage,T_duration_ms,T_rise_ms,T_decay_ms,T_rdsm,T_sharpness,T_voltage_integral_uv_ms,PR_interval_ms,PR_segment_ms,QRS_interval_ms,ST_segment_ms,ST_interval_ms,QT_interval_ms,PP_interval_ms,RR_interval_ms,R_minus_S_voltage_diff_signed,R_minus_P_voltage_diff_signed,T_minus_R_voltage_diff_signed
0,-0.00031808145630922744,0.7117830962602858,0.2500063095517256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,109.0,123.0,480.0,436.0,492.0,22,11.0,25.0,22.999999999999996,-0.11693913577717978,6.000000000000001,24.000000000000004,14.128920270185699,56.515681080742795,-0.1461739197214747,-0.09871138863748648,0.20994759250274475,56.0,36.0,20.0,0.64286,124.26343,-24417.758934501537,127,123,130,508.0,492.0,520.0,29,25.0,32.0,28.76182487281449,1.6420738071124434,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,1.3683948392603698,0.20994759250274475,0.5335075085797681,28.0,16.0,12.0,0.57143,111.91556,17692.65242986682,134,131,153,536.0,524.0,612.0,36,33.0,55.0,39.99999999999999,-0.6929540531852455,23.999999999999996,95.99999999999999,56.51568108074277,226.0627243229711,-0.769342881601525,-0.0063336674736768905,-0.7840097349306463,88.0,28.0,60.0,0.31818,120.18543,-54493.52132794591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176.0,NaN,NaN,NaN,NaN,NaN,2.33503,NaN,NaN
1,-0.000547942355889454,0.8356250016307268,0.18082118282516926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260,NaN,NaN,NaN,NaN,NaN,21,NaN,NaN,23.999999999999993,-0.09355130862174384,4.000000000000001,16.000000000000004,9.419280180123799,37.677120720495196,-0.1412459854904326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267,263,271,1068.0,1052.0,1084.0,28,24.0,32.0,28.043631766866156,1.9704885685349318,2.9999999999999996,11.999999999999998,7.064460135092847,28.257840540371387,1.3110323759864735,0.17207313333536173,0.0863417396748628,32.0,16.0,16.0,0.5,93.93344,26367.07323171364,304,271,298,1216.0,1084.0,1192.0,65,32.0,59.0,43.999999999999986,-0.8008683310899125,22.985964645819184,91.94385858327674,54.12781030234774,216.51124120939096,-0.9007107016333672,0.0863417396748628,-0.8420060388533177,108.0,48.0,60.0,0.44444,105.70854,-76019.26104191729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.0,NaN,NaN,NaN,NaN,560.0,2.77136,NaN,NaN
2,-0.0005238755521697275,0.8994525357289984,0.13325373839909124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,411,NaN,NaN,NaN,NaN,NaN,30,NaN,NaN,25.999999999902407,-0.0748410470105072,3.0000000002355742,12.000000000942297,7.0644601356475825,28.25784054259033,0.0559570883937278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,408,403,411,1632.0,1612.0,1644.0,27,22.0,30.0,26.2668120928057,1.8236179364084506,2.6412077080891554,10.564830832356622,6.219568854098595,24.87827541639438,1.238351551131381,0.14696272435563193,0.0559570883937278,32.0,16.0,16.0,0.5,93.40496,24718.03280514947,447,414,444,1788.0,1656.0,1776.0,66,33.0,63.0,47.99999999999998,-0.8011348473225407,21.449453996459884,85.79781598583953,50.50960422583294,202.03841690333175,-0.8627265470089015,-0.7247732370449974,-0.8552970172062846,120.0,60.0,60.0,0.5,46.31753,-88569.72603000367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208.0,NaN,NaN,NaN,NaN,564.0,2.62475,NaN,NaN
3,-0.0004765462847642722,0.9269023588585864,0.11765526171413407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,543,NaN,NaN,NaN,NaN,NaN,25,NaN,NaN,26.863568627838365,-0.08980925641260862,2.0000000000000004,8.000000000000002,4.7096400900618995,18.838560360247598,0.36750119371073803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,547,542,550,2188.0,2168.0,2200.0,29,24.0,32.0,28.26681209278829,1.7911546667135054,2.4927506808209827,9.971002723283931,5.869979270461796,23.479917081847184,1.2658054077219927,0.14044912844649157,0.05309821496189325,32.0,16.0,16.0,0.5,94.92893,24467.769907495087,583,555,585,2332.0,2220.0,2340.0,65,37.0,67.0,51.99999999999997,-0.8622236883929282,20.022316621553447,80.08926648621379,47.14895252839041,188.59581011356164,-0.9083971561776887,-0.7046227792848241,-0.9023209974057358,120.0,60.0,60.0,0.5,30.41131,-94523.33570290885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.0,NaN,NaN,NaN,NaN,556.0,2.65338,NaN,NaN
4,-0.00042125195157629555,0.9475438682898333,0.10254808599380269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,685,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN,27.5529024783953,-0.10777110766717315,1.000000022170444,4.000000088681776,2.3548200972383553,9.419280388953421,1.2036288720364463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,686,682,689,2744.0,2728.0,2756.0,28,24.0,31.0,27.919189826740837,1.8099269889098273,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.347872941216722,0.25886654058882674,0.34187930296713465,28.0,16.0,12.0,0.57143,118.04475,24682.632278514786,723,699,729,2892.0,2796.0,2916.0,65,41.0,71.0,55.99999999454512,-0.9105997183972433,17.805112151211546,71.22044860484618,41.927834997697076,167.7113399907883,-0.9237833129578336,-0.6180133703654428,-0.8417682106055993,120.0,60.0,60.0,0.5,28.87287,-97593.59057297773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,556.0,2.72053,NaN,NaN
5,-0.0005039163620496754,0.9493581556289689,0.09733357192659878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,824,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,27.29412337935764,-0.12932532849852055,1.0000000009306695,4.000000003722678,2.3548200472225087,9.419280188890035,0.8537433094791165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,826,822,830,3304.0,3288.0,3320.0,28,24.0,32.0,27.974032423398036,1.7404871228517313,2.1347996319227125,8.53919852769085,5.027068965376296,20.108275861505184,1.3462834313883671,0.20298013555102729,-0.12283220537618521,32.0,16.0,16.0,0.5,88.00209,25414.03705799445,862,839,869,3448.0,3356.0,3476.0,64,41.0,71.0,55.8957038699891,-0.863910153843836,17.708686147136554,70.83474458854622,41.70076911043905,166.8030764417562,-0.8703815468012999,-0.5793792391585801,-0.7745852888708213,120.0,60.0,60.0,0.5,28.83199,-92479.66376444417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,560.0,2.6044,NaN,NaN
6,-0.0005151501739168425,0.9340133995716177,0.10697288651939846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,966,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,26.5643228960771,-0.15519039377049207,1.0000000019067516,4.000000007627007,2.3548200495210065,9.419280198084026,1.0889849348485978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,967,963,970,3868.0,3852.0,3880.0,27,23.0,30.0,26.99049347659492,1.71880046551386,1.999999999940901,7.999999999763604,4.709640089922731,18.838560359690923,1.2489565929448578,0.206503185673001,0.36033054365534517,28.0,16.0,12.0,0.57143,120.34806,22861.784765344448,1005,981,1011,4019.9999999999995,3924.0,4043.9999999999995,65,41.0,71.0,55.94626500951475,-0.8356959947851702,18.616620313662864,74.46648125465146,43.83879068534367,175.35516274137467,-0.8610531862240106,-0.5641836681844321,-0.7797630175416007,120.0,60.0,60.0,0.5,29.25694,-90394.93018586947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.0,2.5545,NaN,NaN
7,-0.0006302386491492451,0.9316956410441367,0.11020181226211302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1105,NaN,NaN,NaN,NaN,NaN,25,NaN,NaN,26.15127022807922,-0.1862284725226193,1.0000000000206521,4.000000000082609,2.3548200450795815,9.419280180318326,0.8082629565273901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1107,1103,1110,4428.0,4412.0,4440.0,27,23.0,30.0,26.828073709851935,1.734563695911451,2.047838156462274,8.191352625849095,4.822290339816588,19.289161359266352,1.2742370760444244,0.18684671690551025,0.23581157160429744,28.0,16.0,12.0,0.57143,122.39487,22806.075107245506,1145,1120,1150,4580.0,4480.0,4600.0,65,40.0,70.0,55.09841575740988,-0.8465694040159517,18.746169711227157,74.98467884490863,44.14385620354975,176.575424814199,-0.8765608184566448,-0.5533918655087346,-0.8048167557631926,120.0,60.0,60.0,0.5,29.31609,-91695.75465250848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,560.0,2.58113,NaN,NaN
8,-0.0004215804711985511,0.9461059805022268,0.10029662789235201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1246,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN,28.103389845743585,-0.22347416702714312,1.0000000000000002,4.000000000000001,2.3548200450309498,9.419280180123799,0.9603962816085484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1248,1244,1251,4992.0,4976.0,5004.0,29,25.0,32.0,28.55102736189172,1.8170158359835082,1.9999999999999998,7.999999999999999,4.709640090061898,18.83856036024759,1.301377964971451,0.30955603275554466,0.12690870108348454,28.0,16.0,12.0,0.57143,113.59596,23807.54763991853,1284,1261,1291,5136.0,5044.0,5164.0,65,42.0,72.0,56.84033854060012,-0.8805259257384493,18.03433603438667,72.13734413754668,42.467615992597686,169.87046397039074,-0.9028848846747181,-0.59507372655754,-0.7736578365434422,120.0,60.0,60.0,0.5,28.99647,-94624.76199306938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.0,2.69754,NaN,NaN
9,-0.00032723300883865227,0.9649468366873248,0.08300501412909837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1396,NaN,NaN,NaN,NaN,NaN,34,NaN,NaN,30.103389845742424,-0.26816900043257064,4.999999999999999,19.999999999999996,11.774100225154745,47.09640090061898,-0.6693063790112328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1389,1384,1392,5556.0,5536.0,5568.0,27,22.0,30.0,26.607618001824985,1.8114796624021692,2.4131028196431576,9.65241127857263,5.682422890416412,22.729691561665646,1.3835426763799086,0.2062948885840031,0.2133794887303485,32.0,20.0,12.0,0.625,99.87157,28193.506413057614,1427,1404,1434,5708.0,5616.0,5736.0,65,42.0,72.0,57.07946555915414,-0.8721805167151602,16.44078656255603,65.76314625022412,38.71509375358242,154.8603750143297,-0.8749186855413612,-0.5874193989218277,-0.7041850881237072,120.0,60.0,60.0,0.5,28.18223,-91885.38865625384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.0,2.68366,NaN,NaN
